track_id,artist_name,artist_id,title,song_id,release,artist_location,genre
TRAAMLX12903CF5B92,Saeed Younan,ARJAR3411C8A4162B3,Yeah Ha,SOSSGWI12A8C143551,Azuli Presents Miami 2010,,
TRAANTZ128E0792529,Nine Inch Nails,ARK9TRQ1187B99C095,The Frail,SOKIGWD12A6701DE9D,Things Falling Apart,"Cleveland, OH",
TRAANZE128F148BF55,Abba,ART50HO1187FB4D0ED,The Name Of The Game,SOUQCDM12A58A7BBCE,Number Ones,"Stockholm, Sweden",
TRAAOPV128F92F7CE9,Queen + Paul Rodgers,ARVW94P1187B9B56AF,We Are The Champions (Live In Ukraine),SORTHRP12AB0183104,Live In Ukraine,,
TRAAPHH128F145D947,2 Fabiola,ARZ4MFK1187FB3DF9D,Magic Flight,SOAMXKG12A6D4F6E35,Androgyne,,
TRAAPPQ128F14961F5,The B-52's,ARVML631187B99E90D,Wig,SONRSQW12A6D4F6D1C,The B52's,"Athens, GA",
TRAAPVV128F425D64C,Chris Brown,ARXOTQH1187FB57084,Forever,SOSGQPS12A8AE48538,Forever,"Fairfax, California",
TRAAQZY128F9364CC3,David Bowie,ARJA1841187FB3A029,Life On Mars? (1990 Digital Remaster),SOVYRXD12CF5F89062,101 Power Ballads,"London, UK",
TRAARCW12903CEB779,Nat King Cole,AREIN101187FB5A5FA,When I Fall In Love,SOTFATQ12D021B3D6D,Love Is The Thing / After Midnight,"Montgomery, AL",
TRAASFP128F42980BD,Orbital,ARD5K161187B9AC784,Illuminate,SOFSKON12A8C13B3B5,The Altogether,"Sevenoaks, United Kingdom",
TRAASKR128F92DF3D1,Virginia Jetzt!,AR1XMED1187B995BD4,Hier Zu Sein,SOKQBVC12AB017F59F,Anfänger,"Elsterwerda, Germany",
TRAASKZ128F9308820,Philadelphia Orchestra_ Eugene Ormandy,ARCTX431187FB3C834,The Nutcracker Suite: March,SOKVULZ12A8C143AB1,Absolutely Classical Vol. 87,,
TRAASMT12903CC238B,Ace Cannon,ARDBGHU1187FB52D08,Rockin Robin,SOGAIYO12AB0188029,Classics,"Grenada, MS",
TRAASNR12903CB443D,Jocelyn Pook,ARDSKB81187B9B791B,Sleigh Ride,SOHHJBV12A8C13D59D,Heidi: Music from the Original Motion Picture,,
TRAATZB12903CC59D8,Harold Faltermeyer,ARDF6WB1187FB37F00,Axel F,SOWVROE12A6D4FBB23,Kids Dance Pac,,
TRAAVUT128F92F74F7,Steps,AR677KZ1187B9AEC78,I Know Him So Well,SOKZFZF12AB017CAB3,The Last Dance,Random,
TRAAWSJ128F933D7EF,Gerry Rafferty,AR7UYEE1187FB3E336,Baker Street (Edit),SOGTJNT12A58A7B12F,EMI Presents 'The Great Big Scottish Songbook',"Paisley, Scotland",
TRAAXWM128F428A0F1,DMX / Sisqo,ARTE9CG1187B99B1AF,What These Bitches Want,SOCVCDL12A58A7C054,The Definition of X: Pick Of The Litter,,
TRAAYGH128F92ECD16,The Shirelles,ARALP6I1187B989E27,Will You Love Me Tomorrow,SOEMLQO12AB01808B6,Dreamboats & Petticoats 2,"Passaic, NJ",
TRAAYGT128F4262DDF,The Jacksons,ARW3LUX1187FB5C4C0,Rock With You,SOLIRIF12A8C134752,Live,,
TRAAZJU12903C980B6,Lionel Rogg,ARN8NCB1187FB49652,Prelude And Fugue In C Major BWV 531 : Fugue,SOCPGVG12AB018AA84,Bach: Organ Works Vol.2,"Geneva, Switzerland",
TRAAZVF128F145BFED,Huey Lewis & The News,ARC0IOF1187FB3F6E6,I Want A New Drug,SOHDWWH12A6D4F7F6A,Sports,108,
TRAAZVG128F425A9BD,Westlife,AR5YRCN1187B98E3C8,When You're Looking Like That,SOEHNSI12D0219318E,World Of Our Own,"Dublin, Ireland",
TRABAFJ128F42AF24E,Backstreet Boys,AR3JMC51187B9AE49D,Larger Than Life,SOPVXLX12A8C1402D5,Just Want You To Know,"Orlando, FL",
TRABAHZ128F933BD45,Richard Clayderman,ARL3IIC1187FB394BD,All By Myself,SOEUBDR12AB018986B,The World's Most Popular Pianist Plays Popular Bon-Bons_ Vol. 1,"Paris, France",
TRABAYJ128F92E34EC,Barry White,ARVT7941187B9AEB48,Can't Get Enough Of Your Love Babe,SOJZPLB12A58A7AEED,AN EVENING WITH,"Galveston, TX",
TRABBFC128F428DFC5,Tina Turner,AR6001N1187B9A8632,We Don't Need Another Hero (Thunderdome),SOHEKIN12A67ADE6A7,Playlist: Ballads,"Nutbush, TN",
TRABBNH128F93392A1,Percy Sledge,ARZ79B31187FB4F562,When A Man Loves A Woman,SOVTJFX12A58A79E43,Soul Party- 20 Sounds Of Soul,"Leighton, AL",
TRABBNN128F931E094,Kenny Rogers And Sheena Easton,AR26BF61187FB43349,We've Got Tonight,SOOVJIO12AB01810E4,Very Best Of Kenny Rogers,,
TRABCJP128F4228913,Vince Guaraldi Trio,AROSPS51187B9B481F,The Christmas Song,SOHTCZS12A6D4FC402,A Charlie Brown Christmas [Expanded],,
TRABEIK128F1456D56,The Cootees,ARPCNNQ1187B9992CF,I'm OK_ You're OK,SOFKCRM12A6D4F7764,Let's Play House,,
TRABGCD128F42884EB,Nek,ARWV4871187B98BF87,Dime porqué,SOZXWPQ12A8C137F59,Nek,"Sassuolo, Italy",
TRABGMB128F92E8CF7,Lily Allen,ARKZJ301187FB521B2,Smile (Radio Edit),SOGRJNF12D02191C46,Smile,"London, England",
TRABGRH12903CB2ACA,Maria-Joao Pires,AREYB0Q1187FB41524,Waltz No.12 in F minor Op.70 No.2,SORKWRN12AB01882FA,Chopin Masterworks Volume 2,,
TRABHTY12903CCE195,Chris Rea,AR3793X1187FB50CB3,The Blue Cafe,SOMUMJA12A6701CE69,The Best Of Chris Rea,"Middlesbrough, England",
TRABITZ12903CA9B5A,Samantha Fox,ARX5QKE1187B9B0AD3,Touch Me (I Want Your Body) ?09,SORXMBE12AB0185B34,Greatest Hits,UK,
TRABIYX128F4286244,Sviatoslav Richter (piano),ARVMTLG122C86756DF,F.Chopin:Prelude_ Op.28. ?13 (C sharp major),SOHGRDK12A8C13AEAE,R.Schumann_ F.Chopin,Russian Federation,
TRABJCV128F4290D34,Tomcraft,ARA45QA1187FB40E80,Overdose (Killa Vocal Mix),SONXOZH12A8C13CA7B,Overdose,,
TRABKUJ128F4292445,Christina Aguilera,AR0S7TA1187FB4D024,Pero Me Acuerdo De Tí,SOBCKIM12A8C13936C,Mi Reflejo,,
TRABLGN128F933D417,Olivia Newton-John,AR0BGM11187B9B09BA,When You Believe,SODLJKJ12AB0189F7B,Stronger Than Before,"Cambridge, England",
TRABLNQ128F930E053,Gloria Gaynor,ARHIET31187FB42D8D,I Want To Know What Love Is,SOQQXOW12A58A791F3,I Will Survive: The 20th Anniversary Collection,"Newark, NJ",
TRABLTP128F930DC6D,Creedence Clearwater Revived,ARLH4CH11C8A4173EC,Have You Ever Seen The Rain,SOSOMQZ12AB0180900,The Best Of (featuring Johnny Guitar Williamson),Lanciano Italy,
TRABMFI128F1476F9F,The Police,ARIPLUN1187B99B9F9,When The World Is Running Down_ You Make The Best Of What's Still Around,SOSHODS12A6D4F79BC,Zenyatta Mondatta,"London, England",
TRABMIC128F9314139,Plastic Bertrand,AR99J1F1187B9AAE3F,Coeur d'acier,SOTZIEZ12AB017E1AF,Plastic Bertrand,BELGIUM,
TRABMSM12903CB9625,Culture Club,ARY2RKZ1187B9ABF37,Do You Really Want To Hurt Me (Live),SOQADOD12AB01860CC,The Hits Live,"London, England",
TRABNZK128F42AB221,James & Bobby Purify,ARX4PJ61187FB4F84B,Let Love Come Between Us,SOUFOGF12A8C13E973,The Golden Age of Northern Soul Vol. 1,"Pensacola, FL",
TRABPDX128F421FAAE,Mad Professor,ARD2GXE1187B9A2E26,Schizophrenic Dub,SOUIPHX12A6D4F8AB0,Schizophrenic,"Guyana, West Indies",
TRABPKX128F14938FE,Kasia Stankiewicz,ARXY0SI1187B9B3064,Zolte Slonie,SOQXUJL12A6D4FA238,Mimikra,,
TRABQDP128F42921F8,Whitney Houston,AR30R5E1187B9AD78A,Didn't We Almost Have It All,SOGCIGF12D021917EA,Whitney The Greatest Hits,"Newark, NJ",
TRABQDW128F92F27C4,Alex M.O.R.P.H,ARMBVBY11F4C845133,Walk the Edge,SOJCXEB12AB017AAC3,A State Of Trance Year Mix 2008,,
TRABQEP128F427F957,Glenn Mercer,ARNQMZ11187FB5A7D3,Two Rights,SOSPUDU12A8C13AFB6,Wheels In Motion (Digital Only Bonus Track),,
TRABQUM12903C9A618,Collective Soul,ARDJAPU1187B9B4D48,Fuzzy,SOMKHZP12A58A792AA,Collective Soul,"Stockbridge, GA",
TRABRMZ128F4261DED,Selena,AROF4LP1187FB41C51,Como La Flor (2005 Re-mastering) (Live),SOQSYGY12A8C137E0F,Unforgettable,Texas,
TRABRUJ128F42ADE0D,Boston,AROGBIV1187B9B0FCE,A Man I'll Never Be,SOBLXOO12A58A7870A,Don't Look Back,"Boston, MA",
TRABSFZ128E07936F7,Georgie Fame & The Blue Flames,ARVIDW81187FB5AAC3,Green Onions,SOCBCKX12A6D4F9408,20 Beat Classics,,
TRABTWX128F42B8619,John Denver,AROQSCE1187B99F0FC,Calypso,SOXTOYZ12D02191DDB,Collections,"Roswell, New Mexico",
TRABUCZ128F424163A,Green Day,ARV3CRH1187B9A1B21,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),SOWQROJ12A8AE47400,Wake Me Up When September Ends,"Berkeley, CA",
TRABUSZ128F4257BAB,Ini Kamoze,ARXGWNG1187FB503A5,Here Comes The Hotstepper,SOVLDWE12A8AE47F3E,Massive Reggae,,
TRABUXE12903D16619,Apurimac,ARU6Y2R1187B9AD7B0,El cuarto de Tula,SOGXFQK12AC4689F4C,Apurimac 1991-2004,,
TRABVAW12903CDE0A2,JX,ARI90XI1187B98F702,Son Of A Gun (Radio Edit),SOXJKNB12AC3DF9BAA,90's Dance Hits,,
TRABVQY128F9329431,Danny & The Juniors,AR1F5321187B9A3EBF,At the Hop,SOEOJAK12AB0184182,Rock and Roll Baby!,"Philadelphia, PA",
TRABVVK12903CF09C8,Mickey Gilley,ARM401Y1187FB5B7C7,True Love Ways,SONDEJX12AC468D5A6,Classic Country #1 Hits: Volume 1,"Natchez, MS",
TRABVVN12903CB6445,The Radio Dept.,AREKO1L1187B997EFE,Closing Scene,SOVBTZQ12AB0184DC0,Freddie And The Trojan Horse,"Lund, Sweden",
TRABWCG12903CF85F4,The Disco Brothers ft. Andrea Britton,ARER8AG1187B98D406,Inner Sense,SOVSHTL12AC9097601,Inner Sense,,
TRABXWL128F930C085,A.C.T,AR3YPUN1187B9B3089,Concluding Speech,SOMBQJN12AB0183DA2,Today's Report/Special Edition,Malmö,
TRABYJG128F424D12B,Victor Perez_ Tony Martinez,ARQKHTV12454A526DB,Carnaval,SOXOYUZ12A6D4FA2EE,Victor Perez & Tony Martinez,,
TRABYQX128F427CF08,Simon & Garfunkel,ARIWB161187B9AA1D5,Keep The Customer Satisfied,SODIUTT12D02191E74,Bridge Over Troubled Water,"Forest Hills, Queens, New York City, NY, USA",
TRABYWC128F9307C66,Doris Duke,ARY9HY51187B99EC01,Your Best Friend,SOAGNEA12AB0181144,He's Gone,"Sandersville, GA",
TRABZDG128F931803F,Chantels,ARNYTHG1187B9B760F,Every Night (I Pray),SOBXSGB12AB017FE46,Come My Little Baby,"New York, NY [The Bronx]",
TRABZSL128F932A529,Jeff Beck,ARHI20L1187FB4C997,A Day In The Life (Album Version),SOFDOAD12A58A7BAD3,Performing this week... At Ronnie Scotts,"Wallington, Surrey, England",
TRABZYK12903D000B2,Taboo,ARZY28S1187FB40BAB,Sous la Tour Eiffel,SOEDDXY12AC907580A,Italo Dance Collection_ Vol. 1,"Cape Town, ZA",
TRABZZD128F9334C0B,Seru Giran,ARX56SC1187B9BA075,Nos Veremos Otra Vez,SOXQRKM12AB0186303,Seru Giran 92,,
TRACBNP128F4278243,Mariah Carey,ARKSZW81187B9B695D,Vision Of Love,SOHEPYD12A8C137123,3 CD Boxset,"New York, New York",
TRACCYA128F424AD33,Studio Allstars,ARDDTXZ1187FB478A6,Happy Christmas (War Is Over) (Originally Performed By John Lennon),SOETNME12A8C134FF8,A Rockin' Good Christmas,South Carolina,
TRACDHB12903CDF8F6,Frozen Plasma,ARU9OUL1187FB39BC1,Irony,SOOLITV12AB018B57E,Artificial,GERMANY,
TRACDLP12903CBE918,Heidi Montag,ARSDVTF11F4C844C69,Body Language,SOJTBRF12AB018E3EA,Body Language,,
TRACDWG128F428B068,Naughty By Nature;Naughty By Nature featuring Zhane,AR1ZYLH1187B98C159,Jamboree,SONZEZK12A8C13A421,Nineteen Naughty Nine Nature's Fury,"East Orange, NJ",
TRACEDW128EF353CA4,Annette,ARGT8QZ1187B99FAFA,Images Of You,SOFWLPW12A6D4F29F7,Deeper,Michigan,
TRACETV12903CDD0F6,Klaas,ARNYO2S1187FB484BC,Our Own Way,SOEGLPJ12AB017A412,Our Own Way,Cologne,
TRACEUX128F425CE5A,Itzhak Perlman/Samuel Sanders,AR1D3AP1187B9B6DBB,Chansons sans paroles (2006 Digital Remaster),SOEYCRR12A8C134A85,Kreisler: Collection,"Israel, Tel Aviv",
TRACFHZ128F4227BA4,Jewel,ARJJRZ41187FB4C856,Serve The Ego (Hani Num Dub),SORPGNH12A6D4FCDE2,Serve The Ego,"Payson, UT",
TRACFSA12903CC089B,Lady GaGa,ARX6TAQ11C8A415850,Bad Romance,SOMPCYR12CF5CFC4F8,Pop Princesses 2010,New York City,
TRACHCK128F425AD97,Enigma,ARFOVF61187B9892CD,Sadeness - Part I (Extended Trance Mix),SORQPPS12D021B5249,Sadeness - Part i,Ovid-Elsie,
TRACHRV128F4214FB6,Los Rodriguez,AR79C1C1187FB4C482,Mi Enfermedad,SOAGKPS12A6D4FA43A,Buena Suerte,Argentina,
TRACIQM128E079691F,El Alquimista Loco,ARCHPXS122988F5B21,Nubosidad Variable,SOMXUUZ12A67AE0C08,El Alquimista Loco,,
TRACIRX12903CB5FF1,Le Vita feat. Fab,ARK4LDH1187B9B0ED1,Apologize,SOIXILO12AB0189831,Lounge Of Love Vol.3 (The Chillout Songbook),,
TRACJSK128F92EDF79,SoundLift,ARFKAIW123E29C2029,Follow The Way,SOLSUMP12A8C144AA4,Follow The Way,,
TRACJWL128F92FB60E,La Ley,ARU7HD21187FB3607E,Fuera de mi,SONRUWP12A8C143EC7,Las De Ley De La Ley,Chile,
TRACJYX128F1453469,Hanson,ARUV3981187B9B6724,Man From Milwaukee,SOEMLPW12A3F1ECFFD,MmmBop : The Collection,"Tulsa, OK",
TRACKAP128F425B741,Christina Aguilera,AR0S7TA1187FB4D024,Walk Away,SOSJQKV12A8AE46270,Christina Aguilera/Stripped,,
TRACLRS12903CE9386,Tammy Wynette,ARM5JLS1187FB3615B,Stand By Your Man,SOLHVZC12A8C14307F,Country 100,"Itawamba County, MS",
TRACMAJ128F1458881,Matia Bazar,AROIVQ81187B9B873A,Ti Sento,SOFVFAC12A6D4F5D36,Melanchólia,"Genoa, Italy",
TRACMKU128F4263E6F,ABC,ARGP47U1187FB4D0EB,Blame,SONLWFX12A6D4F6EE0,The Look Of Love - The Very Best Of ABC,"Sheffield, Yorkshire, England",
TRACMMC128F92FA031,Infected Mushroom,ARY7DQ91187B98C85E,Song Pong,SOKEKJY12AF72A1005,Converting Vegetarians,,
TRACMSA128F149ED25,America,AR6J5DI1187FB4CF6E,Only In Your Heart (Album Version) (2006 Remastered),SOFQUHM12A6D4F9757,Definitive Pop: America,California - LA,
TRACNAS128F14567C6,Tom Petty And The Heartbreakers,ARBEBBY1187B9B43DB,Mary Jane's Last Dance,SOLFDCM12A6D4F7A7C,Greatest Hits,"Gainesville, FL",
TRACNDV12903C9ABA7,Collective Soul,ARDJAPU1187B9B4D48,Compliment (LP Version),SOZMWSE12AB0183AC0,Dosage,"Stockbridge, GA",
TRACNMH12903CA9CCC,Lady GaGa,ARX6TAQ11C8A415850,LoveGame,SOEPEIB12CF5F892C8,LoveGame,New York City,
TRACOLT128F427FF6E,Tom Petty & The Heartbreakers with Jeff Lynne & Dhani Harrison,ARF4L041187FB4D318,Handle With Care (LP Version),SOXIPYS12A8C13C215,Concert For George,,
TRACOVU128EF34B7F4,World Of Twist,AREC2GZ1187FB469DC,She's A Rainbow,SONPZIV12A6BD53CCE,Quality Street,,
TRACPDO128F9333AA7,Gregory Miller,ARSCEVG11F50C48161,Maurice Ravel: Pavane pour une Infante défunte: Pavane pour une Infante défunte,SOJONAZ12AB01818D5,Solos for the Horn Player  - The Mason Jones Book,,
TRACPEN128F4293F01,Seven Places,ARPPTT91187FB44F85,Stay With Me,SOBFAUP12A8C13D2BC,Glowing,,
TRACPLH128F428D852,Bobby Bare,ARYWN7S1187FB43A41,Help Me Make It Through the Night,SOOHFTV12A8C13D3E8,10 Bare Essentials,"Ironton, OH",
TRACQIB128F147DAC4,Siw Malmkvist,AR9ELG21187FB3F704,Ingenting går upp mot gamla skåne,SOJAZHN12A6D4F8CF3,Siws bästa,,
TRACQOD128F42A8237,Assemblage 23,AR8YYNB1187B9A4BB3,Sorry,SOTTNRD12A8C13F7B6,META,,
TRACRLM128F4250135,Peter Gabriel,ARTP87H1187B98DBED,Steam (2002 Digital Remaster),SOYEZUY12A81C21610,Hit,"London, England",
TRACROF128F4276061,Wayne Marshall,ARAJTKB1187FB42CE9,3 Preludes: No. 2 in C sharp minor,SODTRAO12A8C137B3D,A Gershwin Songbook & Improvisations,,
TRACRON12903CB59E6,Everyday Sunday,ARQ0BZY1187B99F093,Don't Leave,SOHKEPR12AB018C9C9,Stand Up,"Columbus, OH",
TRACRRO128F92F34B9,Hacken Lee,ARFERPC1187FB557F6,He Jiu Bi Hun,SOAXQTX12AB017F467,De Xin Ying Shou Yan Chang Hui 2006,,
TRACSLD128F423F326,Norah Jones,ARBJ22B1187B9AD31C,Thinking About You (Live),SOJCLTU12A6D4FB371,Live In 2007,"New York, NY",
TRACSSJ128F92E195B,Agnetha Fältskog,AR60F6R1187FB4CBD2,The Queen Of Hearts,SOHDYJC12A8C14340B,That's Me - The Greatest Hits,"Jonkoping, Sweden",
TRACSYG128F9320552,Barry Blue,AR1HZWM1187B9B1458,Dancin' On A Saturday Night,SOKLGTC12A8C140CAA,Night Ride,,
TRACTES128F427AD28,Willie Nelson,ARMM6WZ1187FB4958D,Living In The Promiseland,SOEEOLC12CF58289A6,Super Hits,Texas,
TRACUCQ128F92FFBF7,Sade,AR7N7MI1187FB46935,Smooth Operator,SOUAFSX12AB017B642,Diamond Life,"Ibadan, Nigeria",
TRACWDQ128F92EB12F,Gino Paoli,ARIX2RF1187B9AEDB0,E M'Innamorerai,SOSAXUZ12AB017E09D,Canzoni da Ricordare,"Monfalcone, Friuli-Venezia Giulia",
TRACWFC128F4298670,CC Cowboys,AR6QI3R1187B998C77,Litt av ditt hjerte,SOLGRMC12A8C13D8A7,Blodsbrodre,,
TRACWGP12903CA4553,Luiz Melodia,ARSC4X61187B994F15,Juventude Transviada,SONVBJA12AB0183B02,A Arte De Luiz Melodia,,
TRACXGH128F931686C,Tommy James & The Shondells,ARLDW2Y1187B9B544F,Crimson And Clover,SOFPQSC12A58A7B165,The Boat That Rocked,"Dayton, OH",
TRACXUG128F428623A,Sviatoslav Richter (piano),ARVMTLG122C86756DF,F.Chopin: Prelude_ Op.28. ?4 (E minor),SOMRBST12A8C13AE92,R.Schumann_ F.Chopin,Russian Federation,
TRACXXJ128F426A02A,Johnny Cash,ARH861H1187B9B799E,Highwayman,SOUDHYD12D021B2005,Highwayman,"Kingsland, AR",
TRACYCJ128F9309246,Britney Spears,AR03BDP1187FB5B324,Don't Go Knockin' On My Door,SOQIDEF12A8C139B23,Oops!... I Did It Again,"Kentwood, LA; Los Angeles, CA",
TRACYKX128F427FF3A,Celeda,ARH2A941187B9AD894,Amazing (Tracy Young Dub Mix),SOATGDV12A8C13E623,Amazing,,
TRACYOR128F427FB1D,Los Abuelos De La Nada,AR937CC1187B99B9B9,Lunes Por La Madrugada,SOVQWTQ12A8C13D988,El Album,,
TRACZDY128F92EE2F1,Laid Back,AR31G891187FB3892D,Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),SOXUAQZ12AB0184442,Good Vibes - The Very Best of Laid Back,Denmark,
TRACZJA128F429E665,Novaspace,ARNQ7UN1187B98EE77,Guardian Angel,SOKBCLG12A8C13DAA5,Supernova,"Berlin, Germany",
TRACZKB128F9318F9D,Fabio XB,ARERGDI1269FCD118F,Inside Of You,SOZDIFI12AB017EE3A,Inside Of You,,
TRADABC128F4274FCC,Carlos Ponce,ARB5S4L1187FB4AD20,Escuchame,SOEEEIL12A8C138EEE,La Historia,,
TRADASY128F92FDD54,Frederik,ARTWWNA1187B9B3BD7,Dornröschen war ein schönes Kind - Karaoke,SOMTWZO12AB017C845,Kinderlieder Vol.2,,
TRADAZK128F42680BA,Mahogany Rush,AR2WQBP11C8A42C0AF,"(Excerpt From ""Who Do Ya Love"")",SONZQEW12A58A777C8,Frank Marino & Mahogany Rush - Live,,
TRADBSC12903CE6B21,Quim Barreiros,ARSHM731187B98D659,O meu martelo,SOXVCFU12AB018BE47,Deixai-me chutar,,
TRADCIF128F9338278,Muse,ARR3ONV1187B9A2F59,City Of Delusion,SOSMYQF12A6D4F570D,Black Holes And Revelations,UK,
TRADCQI128F42664A8,Ben Watt feat. Estelle,AR3P1NA1187FB44B9E,Pop A Cap In Yo' Ass,SOZFLXY12A8C13A8E2,Outspoken Part 1,,
TRADCTM128F42BADA7,Preluders,AROZ0Q61187B999653,Last Christmas,SOHBJBZ12A8C1406C7,The Ultimate Christmas Album,,
TRADCVS128F932D857,Kidz Bop Kids,ARMWCRO1187B9B1705,Sugar Sugar,SOPUDIR12AB0182784,More Kidz Bop Gold,,
TRADDXS12903CEDB38,Rihanna,ARKU3Z61187FB51DCA,Don't Stop The Music,SOMTXLN12AB018977B,Just Dance,"St Michael, Barbados ",
TRADDZH128F426FD4C,Phil Chang,ARXQZY91187FB4471D,O Chan Tsai Wu Ding Chui Feng,SOMPBRY12A8C13AC63,Wen Ku Chih Hsin:i Ke Jen Te Tien Huang Ti Lao,,
TRADEMD128F9356336,Top Of The Poppers,ARZVBBM1241B9CB622,Money Money Money,SOCBAQW12A58A780A5,Knowing Me Knowing You,,
TRADEPB12903CCBAEE,America,AR6J5DI1187FB4CF6E,I Need You,SOMFCAD12AB0186C46,America,California - LA,
TRADEUA128F4271E30,The Planets,AR6TOXV1187B98FCC7,Stai Con Me,SOJJKWK12A8C133FF6,Omaggio A Pooh,Manchester,
TRADFCO12903CA9439,Céline Dion,ARFWL8S1187B9B4B44,The Reason I Go On,SOOWKSP12AB018043B,Taking Chances,"Charlemagne, Quebec, Canada",
TRADFPY128F92D2B4E,Rachael Yamagata,ARMCIEC1187FB3E98A,Over And Over (Album Version),SOSYDHT12A8C145A48,Elephants...Teeth Sinking Into Heart,"Arlington, VA",
TRADGRA128F429B7A4,Janus,ARVLYQN1187FB4C13C,Winner Takes It All,SODPDGT12A8C13B7A8,The Real Abba Gold,,
TRADHSY128F93046C3,Ed Case;Ms. Dynamite,ARKXQAH1187B99E4FA,Deal With The Matter,SOKFPXM12AB017CAFF,Ed's Guest List,,
TRADHUZ128F148885D,Alain Souchon,ARLZ6BF1187FB3DD6A,J'veux Du Cuir (Live),SOFFRFP12A6D4FA748,C'est Déjà Ça / Nickel,"Casablanca, Morocco",
TRADIKH128F42793CB,Los Ángeles,AR4LU9B1187FB38723,Mañana_ Mañana,SOJXRLH12A8C13CFAE,Grandes Éxitos,,
TRADIMS12903CA901D,Moonbeam,ARAUWF11187FB499F3,Tiger (Roland M. Dill Got him by the Tail Rmx),SOMSMMI12AB0184A15,The Dill remix chronicles,,
